Ser No.,Al,Ti,V,Cr,Mn,Fe,Ni,Cu,Nb,Mo,Al_wt%,Ti_wt%,V_wt%,Cr_wt%,Mn_wt%,Fe_wt%,Ni_wt%,Cu_wt%,Nb_wt%,Mo_wt%,Liquidus,Term. Temp,Peak Cracking Index,Num. Sim. Steps,Vol. Frac At Term. BCC_B2,Start Temp. BCC_B2,Vol. Frac At Term. BCC_B2#2,Start Temp. BCC_B2#2,Vol. Frac At Term. C14_LAVES,Start Temp. C14_LAVES,Vol. Frac At Term. CR3SI_A15,Start Temp. CR3SI_A15,Vol. Frac At Term. FCC_L12,Start Temp. FCC_L12,Vol. Frac At Term. HEUSLER_L21,Start Temp. HEUSLER_L21,Vol. Frac At Term. MU_PHASE,Start Temp. MU_PHASE,Vol. Frac At Term. SIGMA,Start Temp. SIGMA
320,8.333333333,8.333333333,8.333333333,8.333333333,8.333333333,8.333333333,8.333333333,25,8.333333333,8.333333333,3.71260665381297,6.58629244303852,7.00939916086799,7.15442500821507,7.55923150052542,7.68403078282504,8.07590328115946,26.2309653583095,12.7834643013545,13.2036815098915,1640.31,747.69,76027.697277655,916,0.583949468582748,1640.31,0.0077518840928874,757.04,0.0889747164525793,1319.31,0,0,0.270211231577738,917.41,0,0,0,0,0,0
321,8.194444444,8.194444444,8.194444444,8.194444444,8.194444444,8.194444444,8.194444444,26.25,8.194444444,8.194444444,3.64773638481781,6.47121034512172,6.88692413147242,7.02941594637117,7.42714926651549,7.54976793455454,7.93479325602668,27.5199295731974,12.560099198276,12.9729739636468,1689.98,747.38,87028.9058585761,967,0.603570298000387,1689.98,0.00800359407355814,757.01,0.0885299238668709,1319.88,0,0,0.28743382217865,920.7,0,0,0,0,0,0
322,8.055555556,8.055555556,8.055555556,8.055555556,8.055555556,8.055555556,8.055555556,27.5,8.055555556,8.055555556,3.58297241222529,6.35631682069483,6.764649789622,6.9046117243372,7.2952834624132,7.41572508934554,7.79391445373727,28.8067816917229,12.3371001011861,12.7426444547157,1677.17,747.45,278990.050906326,961,0.570365342171193,1677.17,0.00810414538248005,757.18,0.0866403090138871,1319.17,0,0,0.304265459050475,922.81,0,0,0,0,0.00298773868420837,997.31
323,7.916666667,7.916666667,7.916666667,7.916666667,7.916666667,7.916666667,7.916666667,28.75,7.916666667,7.916666667,3.51831447473339,6.24161140619906,6.64257564197866,6.78001183856783,7.16363355618201,7.28190170637781,7.6532663058901,30.0915269059248,12.1144661103543,12.512692053792,1700.38,747.82,189948.356046758,979,0.360792644303333,1700.38,0.00783632597163053,757.43,0.0844991924714956,1319.36,0,0,0.321267162139662,926.27,0,0,0,0,0.00442160926752499,1012.94
324,7.777777778,7.777777778,7.777777778,7.777777778,7.777777778,7.777777778,7.777777778,30,7.777777778,7.777777778,3.45376231226735,6.12709364025282,6.52070119752144,6.65561578788279,7.03219901828419,7.14829724737123,7.51284824675368,31.3741703834562,11.8921963302761,12.2831158359342,1617.48,747.89,10789.0825613382,892,0.292305475152296,1617.48,0.00769992253556073,757.53,0.0816090238899374,1318.48,0,0,0.338546774503972,928.2,0,0,0,0,0.00573036866659649,1028.58
325,7.638888889,7.638888889,7.638888889,7.638888889,7.638888889,7.638888889,7.638888889,31.25,7.638888889,7.638888889,3.38931566548056,6.01276306276622,6.39902596660406,6.53142307250491,6.90097932066456,7.01491117555267,7.37265971218037,32.6547172775024,11.6702898679541,12.0539148787901,1710.32,747.26,1861681.16364687,994,0.34392431265156,1710.32,0.00790921097623961,757.73,0.0817377605522489,1319.55,0,0,0.355495081486199,932.26,0,0,0,0,0.00640915416926951,1039.46
326,7.5,7.5,7.5,7.5,7.5,7.5,7.5,32.5,7.5,7.5,3.32497427587354,5.89861921515228,6.27754946117967,6.40743319428955,6.76997393699283,6.88174295590238,7.23270013986531,33.933172724416,11.4487458333077,11.8250882630207,1715.23,747.89,306610.45165074,996,0.335503512740537,1715.23,0.00734619666397266,758.05,0.0796060415459489,1320.13,0,0,0.372371601592338,936.61,0,0,0,0,0.00711767329569131,1051.41
327,7.361111111,7.361111111,7.361111111,7.361111111,7.361111111,7.361111111,7.361111111,33.75,7.361111111,7.361111111,3.26073788579051,5.78466164032075,6.15627119479432,6.28364565671795,6.63918234265656,6.74879205514681,7.09296896933892,35.2095418437854,11.2275633391614,11.5966350722874,1665.98,747.72,240628.392876912,943,0.289524539244716,1665.98,0.00711707661408855,758.32,0.0780333666163791,1319.18,0,0,0.389386354178147,941.56,0,0,0,0,0.00784030518452832,1063.59
328,7.222222222,7.222222222,7.222222222,7.222222222,7.222222222,7.222222222,7.222222222,35,7.222222222,7.222222222,3.19660623841596,5.67088988267203,6.03519068258046,6.16005996489053,6.50860401475414,6.61605794175152,6.95346564195938,36.483829738503,11.0067415012332,11.3685543932398,1724.86,748.67,262169.893733377,1006,0.319214830339432,1724.86,0.00629201687147303,748.71,0.0767404404330185,1319.77,0,0,0.407463464245028,945.08,0,0,0,0,0.00834980079709052,1074.19
329,7.083333333,7.083333333,7.083333333,7.083333333,7.083333333,7.083333333,7.083333333,36.25,7.083333333,7.083333333,3.1325790777712,5.5573034880911,5.91430744125049,6.0366756255204,6.37823843208785,6.48354008591405,6.81418960090524,37.7560414948337,10.7862794381221,11.1408453155038,1729.59,749.09,257982.219972717,1009,0.311246703534695,1729.59,0.00571644110690103,749.12,0.0747492489457667,1319.64,0,0,0.423886474148895,949.07,0,0,0,0,0.00886462834220872,1083.27
330,6.944444444,6.944444444,6.944444444,6.944444444,6.944444444,6.944444444,6.944444444,37.5,6.944444444,6.944444444,3.06865614871098,5.44390200394147,5.79362098909032,5.9134921469267,6.24808507515692,6.35123795955692,6.67514029116796,39.026182182482,10.5661762712973,10.9135069316695,1734.27,748.57,171093.011660025,1016,0.303417877409479,1734.27,0.00560409830026365,749.61,0.0728248435143352,1320.18,0,0,0.440159109724723,952.95,0,0,0,0,0.00932487382440299,1093.19
331,6.805555556,6.805555556,6.805555556,6.805555556,6.805555556,6.805555556,6.805555556,38.75,6.805555556,6.805555556,3.004837197098,5.33068497937477,5.67313084628888,5.79050903937098,6.11814342651286,6.21915103668883,6.53631715993155,40.2942568511246,10.3464311256981,10.6865383379114,1700.67,748.17,180385.67798779,983,0.269491826997526,1700.67,0.00542661557369338,750.21,0.0706475633058798,1319.68,0,0,0.456310906317821,956.96,0,0,0,0,0.00977216129927905,1102.02
332,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,40,6.666666667,6.666666667,2.94112196909333,5.21765196407199,5.55283653359842,5.66772581368975,5.98841296931471,6.087278791936,6.39771965502909,41.5602705445097,10.1270431272917,10.4599386314653,1740.06,747.71,149488.690674188,1014,0.285750014449734,1740.06,0.00530715275240699,750.74,0.0698777262041168,1319.45,0,0,0.472284158420431,960.27,0,0,0,0,0.0100711978924865,1109.85
333,6.527777778,6.527777778,6.527777778,6.527777778,6.527777778,6.527777778,6.527777778,41.25,6.527777778,6.527777778,2.87751021220419,5.10480251010222,5.43273757431273,5.54514198331366,5.85889318946238,5.95562070271081,6.25934722722188,42.8242282796375,9.90801140668011,10.2337069143545,1700.66,748.39,23796.1202385306,978,0.250390301920174,1700.66,0.00463982638307311,751.42,0.0675815610914129,1319,0,0,0.488164727457587,963.82,0,0,0,0,0.0104403770884101,1118.55
334,6.388888889,6.388888889,6.388888889,6.388888889,6.388888889,6.388888889,6.388888889,42.5,6.388888889,6.388888889,2.81400167458532,4.99213617068326,5.3128334929481,5.42275706292115,5.72958357417421,5.82417624776582,6.12119932867973,44.0861350606421,9.68933509669499,10.0078422909053,1752.56,746.73,213366.459184012,1035,0.273320707496308,1752.56,0.0051257629860288,752.28,0.0662275314925801,1319.46,0,0,0.503923862697189,968.06,0,0,0,0,0.0106070768719564,1125.63
335,6.25,6.25,6.25,6.25,6.25,6.25,6.25,43.75,6.25,6.25,2.75059610520811,4.87965250048167,5.19312381556265,5.30057056876439,5.6004836123313,5.6929449075438,5.98327541334888,45.3459958754311,9.47101333297993,9.78234386834816,1757.05,745.9,224573.098877547,1042,0.266068202475309,1757.05,0.00510383074086541,753.26,0.0644721244123101,1319.09,0,0,0.519660140527427,971.07,0,0,0,0,0.0107989805145713,1132.1
336,6.111111111,6.111111111,6.111111111,6.111111111,6.111111111,6.111111111,6.111111111,45,6.111111111,6.111111111,2.68729325385728,4.76735105560693,5.07360806975011,5.17858201866292,5.4715927944708,5.56192616417092,5.84557493694482,46.603815695751,9.25304525397911,9.55721075680618,1761.52,745.15,175420.995392788,1042,0.263587780024317,1761.52,0,0,0.0635300220374887,1319.42,0,0,0.5366168678276,974.67,0,0,0,0,0.0109513569667187,1138.7
337,5.972222222,5.972222222,5.972222222,5.972222222,5.972222222,5.972222222,5.972222222,46.25,5.972222222,5.972222222,2.6240928711276,4.65523139360555,4.95428578463355,5.05679093199729,5.3429106127792,5.43111950144989,5.70809735694509,47.8595994772526,9.03543000092585,9.33244206928341,1695.88,745.37,54541.4249810711,975,0.218053654521662,1695.88,0,0,0.0610417477275207,1318.08,0,0,0.55202725772,977.58,0,0,0,0,0.0112232862733823,1147.54
338,5.833333333,5.833333333,5.833333333,5.833333333,5.833333333,5.833333333,5.833333333,47.5,5.833333333,5.833333333,2.56099470842064,4.54329307345529,4.83515649085925,4.93519682970275,5.21443656108565,5.30052440485326,5.57084213258219,49.1133521595564,8.81816671783144,9.10803692165312,1700.67,745.95,14248.0479029973,982,0.207656833931548,1700.67,0.00327513509406417,746.98,0.0592479885623667,1317.88,0,0,0.566856772316998,980.62,0,0,0,0,0.0113017382349898,1152.54
339,5.694444444,5.694444444,5.694444444,5.694444444,5.694444444,5.694444444,5.694444444,48.75,5.694444444,5.694444444,2.49799851794145,4.43153565555939,4.71621972059052,4.81379923426298,5.08617013485536,5.17014036151658,5.43380872483646,50.3650786663171,8.60125455147388,8.88399443264626,1774.86,744.37,24504.1867144981,1061,0.237885627073268,1774.86,0.00359443065152251,749.04,0.0583037981118124,1318.35,0,0,0.581360947996711,983.85,0,0,0,0,0.0111843304275921,1157.03
340,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,50,5.555555556,5.555555556,2.4351040529216,4.31995870214211,4.59747500792871,4.69259767013979,4.95811083164358,5.03996686069999,5.2969965969212,51.6147839007929,8.38469265216569,8.66031372464447,1700.67,741.25,238396.171486673,987,0.196016777880433,1700.67,0,0,0.0559931393698471,1317.68,0,0,0.597761301862728,987.03,0,0,0,0,0.0114012702811729,1164.69
341,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,0.0001,11.1111,5.32431057947893,9.44551087791558,10.0522952168044,10.260279182069,10.8408188649994,11.0197955789416,11.5817864072847,12.5394203574075,0.000164996962427606,18.9356179381365,1533.37,748.77,5010.29892485164,798,0.881834653454051,1533.27,0,0,0.00190655974881645,776.84,0,0,0.0889692947029594,858.99,0,0,0,0,0,0
342,10.97222222,10.97222222,10.97222222,10.97222222,10.97222222,10.97222222,10.97222222,10.97222222,1.25,10.97222222,5.21539222092383,9.25228594763031,9.84665742043961,10.0503866992497,10.6190503977879,10.7943658208247,11.3448601149908,12.2829039385822,2.04584165720305,18.5482557823679,1537.28,749.34,7196.51963456686,805,0.871645431121803,1537.28,0,0,0.0143780111466178,1110.19,0,0,0.0874991833069611,857.97,0,0,0,0,0,0
343,10.83333333,10.83333333,10.83333333,10.83333333,10.83333333,10.83333333,10.83333333,10.83333333,2.5,10.83333333,5.10820676255851,9.06213524213876,9.64429133860557,9.84383362337825,10.4008102854288,10.5725226690045,11.1117033398134,12.0304687174243,4.05897143076826,18.1670565908796,1442.67,749.31,4928.3460124809,709,0.408444614172048,1442.67,0,0,0.0240038684104014,1164.67,0,0,0.086776946461993,858.23,0,0,0,0,0,0
344,10.69444444,10.69444444,10.69444444,10.69444444,10.69444444,10.69444444,10.69444444,10.69444444,3.75,10.69444444,5.00272154777962,8.8750008274986,9.4451353156545,9.64055702313948,10.1860320358727,10.35419853368,10.8822450449866,11.7820377835299,6.04016766560179,17.7919042222568,1548.74,749.19,4652.17622577045,814,0.536518501313692,1548.74,0,0,0.0372147202096437,1211.65,0,0,0.0853496755468779,858.18,0,0,0,0,0,0
345,10.55555556,10.55555556,10.55555556,10.55555556,10.55555556,10.55555556,10.55555556,10.55555556,5,10.55555556,4.89889643978864,8.69081149964282,9.24911357333455,9.44047955241457,9.97463392665881,10.1393103431916,10.6563979223376,11.5375166096957,7.9901842007543,17.4226559321814,1556.08,749.08,4933.90258620086,821,0.531685598221156,1556.08,0,0,0.0499813687948962,1240.09,0,0,0.0841708145676956,857.13,0,0,0,0,0,0
346,10.41666667,10.41666667,10.41666667,10.41666667,10.41666667,10.41666667,10.41666667,10.41666667,6.25,10.41666667,4.7966925542389,8.50949827639735,9.05615269802231,9.24352627863782,9.76653678544128,9.92777761809618,10.4340773881085,11.2968136183999,9.90975135204611,17.0591734306117,1562.04,749.91,5076.09225743746,828,0.526013544129684,1562.04,0,0,0.063292195698761,1262.08,0,0,0.0826878308093331,856.71,0,0,0,0,0,0
347,10.27777778,10.27777778,10.27777778,10.27777778,10.27777778,10.27777778,10.27777778,10.27777778,7.5,10.27777778,4.69607221264806,8.33099431483302,8.86618155276545,9.04962459301936,9.56166389513228,9.71952237474356,10.2152014816156,11.0598400720826,11.7995767870638,16.7013227160962,1479.76,750.72,5368.89902019845,743,0.432121889936775,1479.76,0,0,0.0767506570457055,1278.76,0,0,0.0812608163952269,857.05,0,0,0,0,0,0
348,10.13888889,10.13888889,10.13888889,10.13888889,10.13888889,10.13888889,10.13888889,10.13888889,8.75,10.13888889,4.5969988948628,8.15523482693638,8.67913118753616,8.85870411894174,9.35994089711557,9.51446902689248,9.99969076184798,10.8265099611945,13.6603464179555,16.3489739067169,1575.68,749.29,5633.89877477229,844,0.511369903069586,1575.59,0,0,0.0938798719513505,1295.27,0,0,0.0801999047736252,856.38,0,0,0,0,0,0
349,10,10,10,10,10,10,10,10,10,10,4.49943719514737,7.98215700170926,8.49493475632634,8.67069662733981,9.1612957018385,9.31254429482637,9.78746821194814,10.5967399007796,15.4927252261642,16.0020010839205,1582.48,746.15,70870.957658953,858,0.744624754304429,1582.48,0.00446261050319209,919.49,0.118079192315465,1309.38,0,0,0.0841175384032676,853.46,0.0393427361721835,973.77,0,0,0,0
350,9.861111111,9.861111111,9.861111111,9.861111111,9.861111111,9.861111111,9.861111111,9.861111111,11.25,9.861111111,4.40335278007443,7.8116999304656,8.31352743764553,8.48553595555371,8.9656584030735,9.11367711819942,9.57845914761355,10.3704490313027,17.2973580533118,15.6602821427597,1589.25,749.11,5730.52182879142,855,0.493418599565393,1589.25,0,0,0.127017099428078,1322.15,0,0,0.0776650675744557,854.91,0,0,0,0,0,0
351,9.722222222,9.722222222,9.722222222,9.722222222,9.722222222,9.722222222,9.722222222,9.722222222,12.5,9.722222222,4.30871234802345,7.64380453498029,8.1348463580539,8.30315792927978,8.77296119545297,8.91779857220997,9.37259112899489,10.1475589232636,19.0748703618896,15.3236986478515,1595.98,749.2,5758.20348028447,864,0.483971541035114,1595.98,0,0,0.144183800474469,1334.89,0,0,0.0763051033622162,854.51,0,0,0,0,0,0
352,9.583333333,9.583333333,9.583333333,9.583333333,9.583333333,9.583333333,9.583333333,9.583333333,13.75,9.583333333,4.21548359090074,7.47841349957919,7.95883051988976,8.12350028880272,8.58313829652749,8.72484178837194,9.16979387742706,9.92799348704241,20.8258689542222,14.9921356972365,1602.69,749.11,5788.06726772599,867,0.475162233694387,1602.69,0,0,0.160797611671524,1346.6,0,0,0.0749692272931686,854.86,0,0,0,0,0,0
353,9.444444444,9.444444444,9.444444444,9.444444444,9.444444444,9.444444444,9.444444444,9.444444444,15,9.444444444,4.12363515730505,7.31547120579352,7.78542073172611,7.94650261801324,8.39612587176728,8.53474187827813,8.96999919530447,9.71167888615027,22.5509426642828,14.6654817913792,1609.39,748.8,5853.21855629915,878,0.467426119262825,1609.39,0,0,0.176432594843059,1356.82,0,0,0.0736706315432675,853.89,0,0,0,0,0,0
354,9.305555556,9.305555556,9.305555556,9.305555556,9.305555556,9.305555556,9.305555556,9.305555556,16.25,9.305555556,4.03313661748142,7.15492367018691,7.61455954220364,7.77210627687214,8.21186196320489,8.34743586106478,8.77314088984645,9.49854345469107,24.2506630159202,14.3436287085285,1615.97,747.06,13978.0281962059,885,0.461323746752937,1615.97,0,0,0.190973078094916,1366.97,0,0,0.0727758260826571,853.69,0,0,0,0,0,0
355,9.166666667,9.166666667,9.166666667,9.166666667,9.166666667,9.166666667,9.166666667,9.166666667,17.5,9.166666667,3.94395842929456,6.99671848399092,7.44619117578844,7.60025433583872,8.03028642015361,8.16286259298625,8.57915469908035,9.28851761722454,25.9255848619384,14.0264713837042,1622.79,747.12,28409.1685668414,894,0.702444705964259,1622.79,0.000363622972360777,748.6,0.203960874120463,1375.02,0,0,0.0713116324001604,854.1,0,0,0,0,0,0
356,9.027777778,9.027777778,9.027777778,9.027777778,9.027777778,9.027777778,9.027777778,9.027777778,18.75,9.027777778,3.85607190668788,6.84080475715027,7.28026147322266,7.43089151508943,7.85134083498698,7.98096270213418,8.38797822323147,9.08153381448328,27.5762469764914,13.7139077965224,1629.51,746.97,9.00719925474099e+15,912,0.453328151385946,1629.51,0,0,0.21429821364907,1382.62,0,0,0.0702459929753229,853.67,0,0,0,0,0,0
357,8.888888889,8.888888889,8.888888889,8.888888889,8.888888889,8.888888889,8.888888889,8.888888889,20,8.888888889,3.76944918851765,6.68713306303367,7.1167178326835,7.26396412445941,7.67496847968212,7.8016785239333,8.19955085692931,8.87752642997342,29.2031726404306,13.4058388603571,1636.27,746.88,15011998757888,912,0.451825813782717,1636.27,0,0,0.22349505556919,1389.31,0,0,0.0691354027791599,854.89,0,0,0,0,0,0
358,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,21.25,8.75,3.68406320920421,6.53565538636787,6.95550915437257,7.09942000688541,7.50111424606259,7.62495404039764,8.0138137253659,8.6764317208543,30.8068701925281,13.1021683179614,1643.08,745.88,1.00079991719344e+15,929,0.677737031436817,1643.08,0.000628105743468568,747.91,0.232727147263895,1395.98,0,0,0.0679333264779831,854.76,0,0,0,0,1.92046630563497e-05,765.73
359,8.611111111,8.611111111,8.611111111,8.611111111,8.611111111,8.611111111,8.611111111,8.611111111,22.5,8.611111111,3.59988767053689,6.38632507321878,6.79658578728375,6.93720848407219,7.32972458839061,7.45073482177498,7.83070962296425,8.47818775153573,32.387833559028,12.8028026411949,1649.94,746.47,173215370283481,935,0.673110997457036,1649.94,0.00037336881788566,747.5,0.23941596541784,1400.85,0,0,0.0665868721569969,855.87,0,0,0,0,4.36165658918743e-05,766.42
360,8.472222222,8.472222222,8.472222222,8.472222222,8.472222222,8.472222222,8.472222222,8.472222222,23.75,8.472222222,3.5168970146697,6.23909678308482,6.63989947821895,6.77728030445355,7.16074746838351,7.2789679706556,7.65018295463674,8.28273433007934,33.9465427608351,12.5076509349827,1656.88,745.86,643371375338642,948,0.670839451597045,1656.88,0.000485795302470017,746.95,0.245363306382836,1405.78,0,0,0.0654850360729444,857.2,0,0,0,0,6.91667912581046e-05,768.24
361,8.333333333,8.333333333,8.333333333,8.333333333,8.333333333,8.333333333,8.333333333,8.333333333,25,8.333333333,3.43506639824937,6.09392644299913,6.48540332294194,6.61958759333535,6.99413230253591,7.10960206842473,7.47217967950672,8.09001294726686,35.4834643994354,12.2166248453046,1663.89,745.53,185924.782651876,957,0.66958525091033,1663.89,0.000507996877211828,746.63,0.249771768420016,1408.64,0,0,0.0644273002153999,859.04,0,0,0,0,8.78174617492023e-05,770.01
362,8.194444444,8.194444444,8.194444444,8.194444444,8.194444444,8.194444444,8.194444444,8.194444444,26.25,8.194444444,3.35437166762077,5.95077120354323,6.33305171936614,6.46408380511487,6.82982991163553,6.94258712394492,7.29664725697375,7.89996671820582,36.9990521225813,11.9296384710136,1670.87,745.74,193012.497542764,958,0.668892319466948,1670.87,0.000372058002912967,746.8,0.252239805115177,1412.87,0,0,0.06350133028739,860.85,0,0,0,0,9.5885413055355e-05,770.66
363,8.055555556,8.055555556,8.055555556,8.055555556,8.055555556,8.055555556,8.055555556,8.055555556,27.5,8.055555556,3.27478933521422,5.80958939695719,6.18280032297393,6.31072367777772,6.66779247268544,6.77787452468453,7.12353459534979,7.71254032671865,38.4937470677795,11.646608279859,1578.99,747.39,200554.826801296,861,0.557910862752775,1578.99,0,0,0.25124239160569,1413.84,0,0,0.0622236044154343,862.41,0,0,0,0,9.99726120018662e-05,771.38
364,7.916666667,7.916666667,7.916666667,7.916666667,7.916666667,7.916666667,7.916666667,7.916666667,28.75,7.916666667,3.19629655613151,5.6703404956025,6.03460600261104,6.15946318777755,6.50797347123092,6.6154169882575,6.95279200092752,7.52767997019986,39.9679783020456,11.367453025216,1685.53,747.87,235219.815782297,965,0.66929267466259,1685.53,0,0,0.25046295334806,1416.83,0,0,0.0619888656481206,863.65,0,0,0,0,7.8504375533979e-05,770.05
365,7.777777778,7.777777778,7.777777778,7.777777778,7.777777778,7.777777778,7.777777778,7.777777778,30,7.777777778,3.11887110720693,5.53298507481558,5.88842680095379,6.0102595096854,6.3503276587256,6.45516851908572,6.78437113243259,7.3453333103021,41.422163215175,11.0920936716172,1692.98,749.57,177820.994090452,966,0.6713524809743,1692.98,0,0,0.248252134190895,1418.88,0,0,0.0608793780955533,864.26,0,0,0,0,6.71380494561702e-05,769.43
366,7.638888889,7.638888889,7.638888889,7.638888889,7.638888889,7.638888889,7.638888889,7.638888889,31.25,7.638888889,3.042491365419,5.39748477460942,5.74422189375045,5.86307097458774,6.19481100857568,6.29708436371744,6.61822495406335,7.16544942209309,42.8567079252086,10.8204533179752,1600.44,750.84,217001.525336761,874,0.55734979517611,1600.44,0,0,0.244549813369897,1419.34,0,0,0.0595748300464076,866,0,0,0,0,6.40060390236531e-05,770.4
367,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,32.5,7.5,2.96713628790892,5.26380226422564,5.60195155209607,5.71785703158076,6.04138067545549,6.14112096947126,6.45430769202572,6.98797874699652,44.2720076537205,10.5524571265192,1708.26,752.78,10477.7923792228,980,0.503253789374348,1708.26,0,0,0.242210466775316,1420.75,0,0,0.0583108277620783,866.63,0,0,0,0,5.07139381715268e-05,769.6
368,7.361111111,7.361111111,7.361111111,7.361111111,7.361111111,7.361111111,7.361111111,7.361111111,33.75,7.361111111,2.89278539265242,5.13190120784573,5.46157710594099,5.57457821052388,5.88999495595356,5.98723594443239,6.29257479248939,6.81287304727192,45.6684470888342,10.2880322540555,1716.97,753.7,9513.70068457788,982,0.512009791187731,1716.97,0,0,0.239449290243795,1421.28,0,0,0.0570784551925163,868.52,0,0,0,0,5.36208160448267e-05,769.62
369,7.222222222,7.222222222,7.222222222,7.222222222,7.222222222,7.222222222,7.222222222,7.222222222,35,7.222222222,2.81941873989926,5.001746231664,5.32306090904856,5.43319608627241,5.74061325078148,5.83538801903767,6.13298288121368,6.64008536230223,47.0464007338222,10.0271077859585,1724.13,754.74,24889.4769373458,996,0.520944988005711,1724.13,0,0,0.236017519577124,1421.53,0,0,0.0558660728209909,869.28,0,0,0,0,5.93411146020928e-05,771.25
370,7.083333333,7.083333333,7.083333333,7.083333333,7.083333333,7.083333333,7.083333333,7.083333333,36.25,7.083333333,2.7470169143449,4.87330289225955,5.18636630533533,5.2936732443213,5.5931960284738,5.68553700917615,5.97548972476633,6.46956996660592,48.406233241952,9.76961467276468,1732.31,756.62,409418147942772,1006,0.530220125138137,1732.31,0,0,0.232191210463528,1421.46,0,0,0.0546191740938447,870.84,0,0,0,0,6.82710562637825e-05,773.13
371,6.944444444,6.944444444,6.944444444,6.944444444,6.944444444,6.944444444,6.944444444,6.944444444,37.5,6.944444444,2.67556100800099,4.74653764620797,5.05145759653052,5.15597324779555,5.44770479051066,5.53764378073588,5.82005419326226,6.30128232949489,49.7482997382086,9.51548566925266,1740.66,759.41,110857836981484,1013,0.539826911108559,1740.66,0,0,0.228104739467422,1421.37,0,0,0.0531240776099215,872.8,0,0,0,0,7.43501484128337e-05,775.26
372,6.805555556,6.805555556,6.805555556,6.805555556,6.805555556,6.805555556,6.805555556,6.805555556,38.75,6.805555556,2.60503260392842,4.62141782122309,4.91830001146399,5.02006060610266,5.30410203819655,5.3916702159359,5.66663622497852,6.13517907676359,51.0729461248166,9.26465527659072,1749.19,762.15,180143985094656,1012,0.549793197417428,1749.19,0,0,0.223820829309555,1420.68,0,0,0.0518148531143783,874.08,0,0,0,0,7.29377517326176e-05,776.73
373,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,40,6.666666667,2.5354137596334,4.49791158670121,4.78685967471814,4.88590074293598,5.16235123885331,5.24757917896106,5.51519679023658,5.97121795158492,52.3805093930895,9.01705968328595,1757.91,766.55,9.00719925474099e+15,1016,0.559955368599283,1757.91,0,0,0.219337454170803,1420.75,0,0,0.0504194938255256,875.22,0,0,0,0,5.81571404310581e-05,778.19
374,6.527777778,6.527777778,6.527777778,6.527777778,6.527777778,6.527777778,6.527777778,6.527777778,41.25,6.527777778,2.46668699301207,4.37598792878618,4.65710358009121,4.75345996918893,5.02241679720173,5.10533448687122,5.36569786082787,5.80935778140779,53.6713178874163,8.77263671519674,1766.82,770.18,3.00239975158033e+15,1022,0.570156099311312,1766.82,0,0,0.214642718990111,1419.03,0,0,0.0491138261387906,876.98,0,0,0,0,4.73471937267423e-05,779.21
375,6.388888889,6.388888889,6.388888889,6.388888889,6.388888889,6.388888889,6.388888889,6.388888889,42.5,6.388888889,2.39883526694382,4.25561662303757,4.5289995615096,4.62270545326554,4.88426402399227,4.96490087771394,5.21810237650039,5.64955844167267,54.9456915946241,8.53132578074008,1775.79,774.67,30023997515776,1024,0.580475180186945,1775.79,0,0,0.209781269191806,1418.72,0,0,0.0477053174439329,878.15,0,0,0,0,3.20951818566871e-05,780.71
376,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,43.75,6.25,2.33184197540253,4.13676820979145,4.40251626680586,4.49360519431584,4.74785910772605,4.82624398177876,5.0723742147469,5.49178082310167,56.2039424048341,8.29306782149681,1785.27,778.13,607985949694976,1033,0.591075981971967,1785.27,0,0,0.204795030473996,1417.57,0,0,0.0464354095496796,879.89,0,0,0,0,2.15177835755362e-05,782.19
377,6.111111111,6.111111111,6.111111111,6.111111111,6.111111111,6.111111111,6.111111111,6.111111111,45,6.111111111,2.26569092990719,4.01941397012331,4.27762313213742,4.36612799612534,4.61316908706697,4.68933029355373,4.92847816133135,5.33598679978808,57.4463743659427,8.05780526402392,1794.66,782.58,135107988820992,1032,0.60153878445111,1794.66,0,0,0.199711633188736,1415.89,0,0,0.0450312200490624,881.15,0,0,0,0,5.68743083314628e-06,783.64
378,5.972222222,5.972222222,5.972222222,5.972222222,5.972222222,5.972222222,5.972222222,5.972222222,46.25,5.972222222,2.20036634648027,3.90352590271186,4.1542903573641,4.24024344198311,4.4801618242878,4.55412714473319,4.78637988192005,5.18213919848179,58.6732839285649,7.82548197347295,1804.6,786.66,692861481133922,1043,0.612139811642803,1804.6,0,0,0.194568006069758,1414.67,0,0,0.0436684105940302,882.69,0,0,0,0,0,0
379,5.833333333,5.833333333,5.833333333,5.833333333,5.833333333,5.833333333,5.833333333,5.833333333,47.5,5.833333333,2.13585283309203,3.78907670156461,4.03248888234283,4.115921870486,4.34880597970536,4.42060267823084,4.6460458947695,5.03020176901884,59.884960181854,7.59604320893601,1814.61,790.46,66794.4269764209,1047,0.622728316770908,1814.61,0,0,0.189371821273864,1413.84,0,0,0.0423678472186202,884.7,0,0,0,0,0,0
